ID,DateFounded,Headquarters,Type,Industry,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,AnnualRevenue
Company2183,03/15/2011,Jacksonville,Non-Tech,Services,4,5.0,4.0,4.0,2,2,5,5,4,4,1,5,4.0,3,2,4,2,3,4,5,3,2,1,3,4,3.0,5.0,3.0,3.0,5,
Company2184,11/22/2007,Atlanta,Non-Tech,Finance,6,6.0,6.0,6.0,2,6,10,10,10,10,2,10,7.5,0,0,0,0,0,5,6,3,1,5,0,0,0.0,0.0,5.0,7.5,0,
Company2185,11/22/2007,Philadelphia,Non-Tech,Finance,12,6.0,4.5,6.0,2,4,10,10,10,10,2,6,7.5,0,0,0,0,0,5,6,3,1,5,0,0,0.0,0.0,5.0,7.5,0,
Company2186,01/03/2013,Palo Alto,Non-Tech,Finance,4,5.0,4.0,4.0,2,2,5,5,5,5,4,5,4.0,0,0,0,0,4,3,1,2,3,1,2,0,0.0,2.0,1.0,3.0,0,
Company2187,06/06/2013,San Francisco,Tech,Services,4,5.0,4.0,5.0,2,2,5,4,5,4,3,3,5.0,0,0,5,0,5,5,3,2,4,4,5,5,5.0,0.0,3.0,2.0,0,
Company2188,04/13/2007,New York,Tech,Finance,3,6.0,3.0,6.0,2,1,5,10,5,5,4,10,5.0,0,0,0,0,0,10,3,6,1,5,0,0,0.0,0.0,10.0,7.5,0,
Company2189,09/03/2010,San Francisco,Tech,Finance,2,3.0,5.0,3.0,2,2,5,5,5,5,1,5,5.0,0,0,0,0,0,1,3,1,1,4,0,0,0.0,0.0,2.0,3.0,0,
Company2190,07/31/2013,Albuquerque,Non-Tech,Finance,2,4.0,4.0,4.0,1,2,5,4,5,4,3,5,4.0,0,0,0,0,0,1,5,3,1,1,0,0,0.0,0.0,5.0,3.0,0,
Company2191,12/18/2010,New York,Tech,Services,3,5.0,4.0,4.0,1,3,5,5,4,8,6,4,4.0,0,3,12,0,3,3,4,3,2,10,2,0,2.0,0.0,7.5,7.5,15,
Company2192,07/18/2011,San Francisco,Tech,Finance,1,2.0,4.0,3.0,1,1,1,5,5,5,2,5,7.5,0,0,0,0,0,1,1,1,1,5,0,0,0.0,0.0,1.0,1.0,0,
Company2193,09/06/1996,San Francisco,Tech,Finance,3,4.0,4.0,4.0,2,3,5,4,4,5,3,5,5.0,0,5,5,3,4,4,5,3,5,2,0,3,3.0,1.0,4.0,2.0,3,
Company2194,12/04/1999,San Francisco,Tech,Services,2,4.0,4.0,6.0,1,3,5,5,5,5,2,3,5.0,0,0,12,0,4,5,1,1,5,1,1,0,0.0,0.0,2.0,3.0,0,
Company2195,04/26/2013,Buffalo,Non-Tech,Finance,3,5.0,3.0,4.0,2,2,5,4,4,5,1,4,5.0,0,0,0,0,0,3,5,1,1,3,0,0,0.0,0.0,3.0,3.0,0,
Company2196,12/17/2013,San Francisco,Tech,Finance,3,4.0,2.0,4.0,2,3,5,5,5,5,2,5,5.0,0,0,0,0,0,4,2,1,1,2,0,0,0.0,0.0,2.0,2.0,0,
Company2197,08/30/2013,Chicago,Non-Tech,Services,3,5.0,4.0,4.0,1,2,5,3,5,5,4,5,4.0,3,1,3,1,0,3,2,1,2,2,0,4,4.0,2.0,3.0,3.0,0,
Company2198,12/02/2007,"Washington, D.C.",Non-Tech,Finance,2,4.0,4.0,4.0,1,3,5,5,5,5,4,5,5.0,0,0,0,0,0,4,5,2,2,1,0,0,0.0,0.0,2.0,3.0,0,
Company2199,12/31/2012,San Francisco,Tech,Services,4,5.0,4.0,4.0,1,3,5,5,5,5,2,5,5.0,2,3,3,1,3,4,2,1,2,1,5,2,5.0,2.0,2.0,3.0,4,20586000.0
Company2200,01/31/2012,New York,Tech,Services,9,7.5,4.0,7.5,6,4,5,5,5,5,2,4,7.5,3,4,4,1,3,1,4,15,1,5,0,0,2.0,2.5,5.0,3.0,25,
Company2201,03/05/1996,Chicago,Non-Tech,Services,5,5.0,4.0,4.0,2,2,5,4,4,4,4,3,4.0,2,2,4,1,4,4,5,1,3,1,1,4,1.0,3.0,3.0,1.0,5,
Company2202,11/25/2009,Boulder,Non-Tech,Finance,2,2.0,4.0,4.0,2,2,4,5,5,5,1,5,5.0,1,2,5,1,0,2,1,2,1,1,3,4,2.0,1.0,2.0,3.0,1,
Company2203,04/12/1997,Chicago,Non-Tech,Services,3,4.0,4.0,3.0,2,2,5,4,4,4,2,3,4.0,0,0,2,1,0,2,4,1,2,5,3,3,3.0,3.0,1.0,3.0,0,
Company2204,08/20/2011,New York,Tech,Finance,3,4.0,4.0,4.0,1,4,5,8,5,10,1,10,7.5,0,0,0,0,1,1,3,2,3,3,0,0,0.0,0.0,2.0,3.0,0,
Company2205,09/15/2007,Seattle,Non-Tech,Finance,9,7.5,6.0,7.5,4,4,10,2,6,8,10,10,6.0,9,8,0,0,0,25,15,15,1,5,10,0,12.5,2.5,7.5,2.5,0,
Company2206,02/27/2013,San Francisco,Tech,Finance,2,2.0,4.0,4.0,2,1,1,4,5,5,3,5,5.0,0,0,0,0,0,3,3,1,1,2,0,0,0.0,1.0,2.0,3.0,0,
Company2207,11/26/2009,San Francisco,Tech,Services,4,5.0,4.5,4.0,2,4,5,4,5,4,3,5,4.0,3,5,5,3,2,5,5,3,5,2,3,4,3.0,2.0,7.5,1.0,2,
Company2208,11/22/2012,New York,Tech,Services,2,3.0,4.0,4.0,2,2,5,5,5,5,4,5,5.0,3,3,4,2,4,3,4,3,1,3,1,3,3.0,2.0,2.0,3.0,3,
Company2209,06/06/2007,San Francisco,Tech,Services,4,2.0,4.0,4.0,1,5,5,5,5,5,2,5,5.0,3,5,0,0,1,5,3,4,5,1,2,1,0.0,4.0,4.0,3.0,0,
Company2210,01/03/2013,Memphis,Non-Tech,Finance,3,4.0,5.0,4.0,2,1,5,5,5,5,2,5,5.0,1,0,0,0,0,2,1,1,1,1,0,0,0.0,0.0,1.0,3.0,0,
Company2211,03/14/2012,San Francisco,Tech,Services,3,5.0,4.0,4.0,1,2,5,5,5,5,1,4,5.0,1,0,2,1,1,1,2,1,2,1,0,1,1.0,0.0,1.0,3.0,4,
Company2212,06/05/1999,Chicago,Non-Tech,Services,4,4.0,4.0,4.0,1,2,5,5,4,4,3,4,4.0,3,2,0,2,3,4,5,3,2,1,3,4,0.0,5.0,3.0,3.0,5,
Company2213,04/09/2000,San Francisco,Tech,Finance,4,5.0,3.0,5.0,1,5,5,4,4,4,4,4,4.0,0,0,0,0,0,5,5,1,5,2,0,0,0.0,0.0,5.0,3.0,0,
Company2214,07/23/2011,Boston,Non-Tech,Finance,6,4.5,5.0,6.0,5,1,1,6,8,5,1,5,5.0,0,0,0,0,0,5,12,6,1,1,0,3,0.0,0.0,1.0,7.5,0,
Company2215,09/06/1996,San Francisco,Tech,Services,4,5.0,4.0,4.0,2,2,5,4,4,5,4,4,5.0,3,5,5,3,4,3,5,3,5,2,3,3,3.0,1.0,4.0,3.0,3,
Company2216,10/17/2008,Seattle,Non-Tech,Finance,2,5.0,4.0,5.0,2,2,5,4,5,5,2,5,5.0,0,0,0,0,0,3,15,1,2,1,0,0,0.0,0.0,2.0,3.0,0,
Company2217,09/09/2005,San Jose,Tech,Services,4,5.0,5.0,5.0,1,2,5,5,4,4,1,4,4.0,3,5,5,5,5,4,5,5,3,4,5,4,5.0,4.0,5.0,3.0,3,
Company2218,09/26/2009,San Francisco,Tech,Finance,4,7.5,4.0,4.0,2,5,5,5,4,5,1,4,5.0,9,5,0,5,0,1,1,4,4,1,5,0,0.0,0.0,1.0,7.5,0,
Company2219,02/01/2011,Bellevue,Non-Tech,Finance,2,2.0,4.0,4.0,2,1,5,4,4,5,2,4,5.0,0,0,0,0,0,1,1,1,2,1,0,0,0.0,0.0,3.0,2.0,0,
Company2220,01/28/1998,San Francisco,Tech,Services,4,5.0,4.0,4.0,1,3,5,5,4,4,2,4,4.0,3,4,4,2,4,5,5,2,4,3,5,3,4.0,2.0,4.0,2.0,3,47059000.0
Company2221,05/01/2012,New York,Tech,Services,12,7.5,6.0,6.0,2,6,10,8,10,10,6,10,7.5,6,4,9,3,12,10,15,6,3,10,4,4,5.0,2.5,5.0,7.5,10,31650000.0
Company2222,06/20/2007,Seattle,Non-Tech,Services,3,5.0,4.0,4.0,1,2,5,5,5,5,1,5,5.0,0,0,0,0,0,3,2,1,2,2,0,0,0.0,0.0,1.0,3.0,0,20834000.0
Company2223,02/26/2010,Atlanta,Non-Tech,Finance,12,4.0,4.0,7.5,4,4,5,4,5,5,3,5,6.0,0,0,0,0,0,15,1,1,2,1,0,0,0.0,0.0,1.0,7.5,0,
Company2224,12/18/2010,San Francisco,Tech,Services,3,5.0,4.0,4.0,2,5,5,4,4,4,3,5,5.0,0,5,4,5,0,5,5,1,4,3,0,0,0.0,0.0,4.0,3.0,4,
Company2225,08/20/2004,Atlanta,Non-Tech,Services,4,5.0,5.0,3.0,1,5,5,5,5,5,2,5,5.0,1,2,4,1,3,4,5,4,5,2,3,2,2.0,0.0,4.0,2.0,5,
Company2226,12/28/2010,San Francisco,Tech,Services,4,5.0,5.0,5.0,1,5,5,4,5,5,2,5,5.0,0,2,0,2,4,4,5,1,1,1,5,2,0.0,3.0,4.0,1.0,4,
Company2227,12/17/2010,San Francisco,Tech,Finance,4,5.0,4.0,5.0,2,2,5,5,5,5,3,5,5.0,3,0,0,0,0,5,5,2,2,1,0,0,2.0,0.0,3.0,2.0,0,
Company2228,08/19/2006,Boston,Non-Tech,Finance,3,4.0,4.0,4.0,2,2,5,4,4,5,4,5,5.0,0,0,4,0,0,5,5,4,3,2,0,0,0.0,0.0,4.0,1.0,0,
Company2229,12/18/1998,San Francisco,Tech,Services,4,5.0,4.0,5.0,2,2,5,4,4,4,3,4,3.0,2,3,2,2,5,5,5,3,5,4,0,4,1.0,2.0,5.0,1.0,4,
Company2230,10/17/2008,New York,Tech,Finance,2,3.0,4.0,4.0,2,2,5,4,5,5,3,5,5.0,0,0,0,0,0,1,2,2,1,1,0,0,0.0,0.0,2.0,3.0,0,
Company2231,09/17/2009,San Francisco,Tech,Finance,2,3.0,4.0,3.0,2,5,5,5,5,5,1,5,5.0,0,0,0,0,0,5,3,1,1,4,0,0,2.0,0.0,2.0,3.0,0,
Company2232,11/29/2008,Atlanta,Non-Tech,Services,2,3.0,4.0,3.0,1,4,5,4,4,5,3,4,4.0,0,2,0,0,0,3,5,1,1,1,2,0,0.0,0.0,2.0,3.0,5,
Company2233,09/07/2010,San Francisco,Tech,Finance,4,5.0,4.0,4.0,1,3,5,5,5,5,1,5,5.0,0,0,0,0,0,3,5,2,5,3,0,0,0.0,0.0,5.0,1.0,0,
Company2234,06/01/2010,New York,Tech,Finance,4,4.0,4.0,4.0,2,2,5,4,5,5,2,5,5.0,3,0,4,3,3,3,1,3,1,5,0,5,0.0,0.0,3.0,3.0,0,
Company2235,02/07/2007,San Francisco,Tech,Finance,3,5.0,4.0,7.5,1,4,5,5,5,5,6,5,5.0,0,0,0,0,0,2,3,2,2,3,0,0,0.0,0.0,3.0,3.0,0,
Company2236,10/24/2006,San Jose,Tech,Services,12,7.5,6.0,6.0,4,4,10,10,8,10,4,10,7.5,0,0,0,0,0,25,3,3,3,5,0,0,0.0,2.5,2.5,7.5,0,
Company2237,06/14/2013,Omaha,Non-Tech,Finance,3,5.0,4.0,4.0,1,2,5,5,5,5,1,5,5.0,0,0,0,1,0,1,5,2,2,2,0,0,0.0,0.0,3.0,2.0,0,
Company2238,07/17/2009,San Francisco,Tech,Services,4,5.0,3.0,5.0,2,2,5,5,5,5,1,5,5.0,3,2,4,0,4,3,4,1,2,1,1,1,1.0,3.0,2.0,3.0,5,
Company2239,03/26/2005,Chicago,Non-Tech,Finance,4,5.0,4.0,3.0,2,2,5,4,4,4,2,4,4.0,0,0,0,0,0,2,1,1,2,1,0,0,0.0,0.0,1.0,3.0,0,
Company2240,09/28/2008,New York,Tech,Finance,4,5.0,4.0,4.0,2,3,5,5,5,5,2,5,5.0,1,0,4,2,4,3,1,1,1,1,1,2,1.0,3.0,1.0,3.0,1,
Company2241,11/04/2011,New York,Tech,Finance,4,5.0,4.0,4.0,1,2,5,5,5,5,2,5,5.0,0,0,0,0,0,3,4,1,5,3,0,0,0.0,0.0,2.0,3.0,0,
Company2242,10/23/2004,San Francisco,Tech,Services,1,4.0,4.0,5.0,2,2,5,4,5,5,2,4,5.0,0,4,0,0,0,2,5,2,4,3,0,0,0.0,0.0,1.0,3.0,5,
Company2243,07/30/2010,Milwaukee,Non-Tech,Finance,2,3.0,4.0,4.0,1,2,5,5,5,4,1,4,5.0,1,2,5,1,4,2,1,1,3,1,2,0,0.0,1.0,2.0,3.0,5,
Company2244,09/06/1996,San Francisco,Tech,Services,4,5.0,4.0,4.0,2,2,5,4,4,5,4,4,5.0,3,5,5,3,4,3,5,3,5,2,3,3,3.0,1.0,4.0,3.0,3,
Company2245,11/29/2008,Seattle,Non-Tech,Finance,2,5.0,4.0,4.0,1,1,5,4,4,5,3,5,4.0,0,0,0,0,0,3,5,2,3,3,0,0,0.0,0.0,2.0,3.0,0,
Company2246,01/16/1999,San Francisco,Tech,Finance,5,5.0,4.0,4.0,2,4,5,4,4,5,5,3,4.0,1,0,0,2,0,3,5,3,5,3,0,0,0.0,0.0,5.0,0.0,1,
Company2247,04/14/2009,Boston,Non-Tech,Services,6,6.0,6.0,6.0,4,2,10,8,8,10,10,8,7.5,6,4,12,3,12,5,12,3,2,10,6,6,10.0,12.5,5.0,7.5,15,
Company2248,05/07/2010,Milwaukee,Non-Tech,Finance,3,4.0,5.0,5.0,1,3,5,5,4,4,5,2,3.0,0,4,0,1,5,2,3,3,3,1,3,2,3.0,0.0,2.0,3.0,0,
Company2249,10/29/2011,Stockton,Non-Tech,Finance,3,4.0,3.0,4.0,2,1,5,5,5,5,2,5,5.0,0,0,0,0,0,3,1,1,1,1,0,0,0.0,0.0,2.0,3.0,0,33761000.0
Company2250,03/27/2013,Pittsburgh,Non-Tech,Finance,2,2.0,4.0,4.0,2,1,1,5,4,4,5,4,4.0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,0.0,5.0,2.0,0,
Company2251,09/26/2009,Boulder,Non-Tech,Services,4,7.5,6.0,6.0,1,1,1,4,8,8,3,6,4.0,15,0,15,1,12,25,1,1,3,1,6,0,0.0,2.5,3.0,3.0,20,
Company2252,03/09/1998,Chicago,Non-Tech,Finance,3,5.0,4.0,4.0,1,2,5,4,4,4,3,4,4.0,0,0,0,2,0,2,4,2,2,2,0,0,2.0,0.0,3.0,3.0,0,
Company2253,03/28/2009,Chicago,Non-Tech,Services,2,3.0,4.0,3.0,1,2,1,3,4,5,5,3,5.0,3,2,3,1,3,5,4,3,2,1,3,5,3.0,3.0,2.0,3.0,5,
Company2254,10/15/2011,Las Vegas,Non-Tech,Finance,3,4.0,3.0,4.0,2,2,5,4,5,5,1,5,5.0,0,0,0,0,0,3,1,1,1,1,0,0,0.0,0.0,1.0,3.0,0,
Company2255,05/02/2013,San Francisco,Tech,Finance,2,2.0,4.0,4.0,1,2,5,5,5,5,1,5,5.0,0,0,0,0,0,2,1,1,2,1,0,0,0.0,0.0,2.0,3.0,0,
Company2256,06/26/2010,Memphis,Non-Tech,Finance,1,1.0,4.0,4.0,2,1,1,4,4,4,4,4,4.0,0,0,0,0,0,2,3,1,1,1,0,0,0.0,0.0,1.0,3.0,0,
Company2257,11/26/2010,Boulder,Non-Tech,Services,5,5.0,4.0,4.0,2,3,5,4,4,4,3,4,4.0,0,0,0,0,0,4,5,2,3,3,0,0,0.0,0.0,4.0,2.0,0,
Company2258,06/23/2009,Los Angeles,Non-Tech,Services,2,4.0,4.0,3.0,2,2,5,4,5,5,4,5,5.0,5,4,3,1,0,3,5,3,2,3,0,0,0.0,2.0,3.0,3.0,2,
Company2259,08/02/1995,Los Angeles,Non-Tech,Services,3,5.0,4.0,5.0,2,2,5,1,4,5,4,2,4.0,2,4,5,3,4,3,5,5,1,1,3,4,4.0,4.0,3.0,3.0,5,
Company2260,03/17/2007,San Francisco,Tech,Services,2,3.0,6.0,5.0,3,2,5,5,5,5,1,10,5.0,1,2,0,0,0,25,1,1,1,25,3,0,3.0,1.0,7.5,7.5,0,
Company2261,11/22/2012,Jacksonville,Non-Tech,Services,2,3.0,4.0,4.0,2,2,5,4,5,5,2,5,5.0,3,3,0,2,4,3,5,2,1,3,1,3,0.0,2.0,2.0,3.0,0,
Company2262,06/17/2010,Newark,Non-Tech,Finance,1,4.0,5.0,4.0,1,4,1,4,4,5,4,4,5.0,0,4,0,2,0,2,3,2,1,1,0,0,3.0,0.0,2.0,3.0,4,
Company2263,10/30/2013,New York,Tech,Finance,3,4.0,4.0,4.0,2,2,5,4,4,5,4,5,5.0,0,0,0,0,0,5,5,5,5,5,0,0,0.0,0.0,2.0,3.0,0,
Company2264,08/15/2005,Chicago,Non-Tech,Services,9,7.5,4.0,3.0,4,4,5,8,8,8,10,6,6.0,3,8,12,3,12,5,15,3,2,5,2,4,5.0,12.5,10.0,5.0,20,
Company2265,08/01/2010,Los Angeles,Non-Tech,Services,4,5.0,4.0,4.0,1,5,5,5,5,5,3,5,5.0,0,0,0,0,0,1,5,2,4,1,0,0,3.0,0.0,5.0,3.0,0,
Company2266,10/12/2013,New York,Tech,Services,12,5.0,6.0,6.0,4,4,5,10,10,10,10,10,7.5,0,3,0,0,0,20,5,6,5,10,0,0,1.0,0.0,5.0,0.0,5,
Company2267,10/12/2013,New York,Tech,Services,12,4.0,6.0,5.0,4,4,5,4,4,10,3,10,5.0,4,4,4,0,0,2,5,1,4,10,0,4,2.0,0.0,5.0,7.5,3,
Company2268,08/18/2012,San Francisco,Tech,Services,4,5.0,4.0,4.0,2,5,5,4,5,5,4,5,5.0,0,3,0,0,0,5,5,2,1,1,0,3,0.0,0.0,2.0,3.0,4,
Company2269,12/03/2012,San Francisco,Tech,Services,3,5.0,4.0,5.0,2,2,5,4,5,5,1,5,5.0,0,4,4,0,4,3,5,2,3,4,3,4,0.0,3.0,3.0,1.0,5,
Company2270,01/04/2014,Philadelphia,Non-Tech,Services,4,5.0,4.0,4.0,1,3,5,5,5,5,2,5,5.0,0,0,0,0,0,5,4,1,3,4,0,0,0.0,0.0,2.0,2.0,0,
Company2271,09/17/2009,San Francisco,Tech,Finance,2,5.0,5.0,3.0,1,2,5,5,5,5,1,5,5.0,0,0,0,0,0,1,3,1,2,1,0,0,0.0,0.0,2.0,3.0,0,
Company2272,12/17/2010,San Francisco,Tech,Finance,4,5.0,4.0,5.0,2,2,5,4,5,4,2,5,5.0,0,5,0,4,4,5,5,2,2,1,0,0,0.0,0.0,1.0,3.0,0,
Company2273,11/19/2009,New York,Tech,Services,3,1.5,4.0,4.0,2,2,2,10,4,10,2,10,5.0,0,5,0,3,0,5,3,3,1,2,3,3,0.0,0.0,2.5,2.0,5,
Company2274,11/01/2007,Milwaukee,Non-Tech,Services,4,5.0,4.0,5.0,1,4,5,4,4,5,5,5,4.0,3,5,5,5,4,5,5,3,3,4,5,4,4.0,3.0,5.0,0.0,3,
Company2275,02/26/2011,Milwaukee,Non-Tech,Services,6,4.5,6.0,4.0,2,2,5,6,8,8,1,6,5.0,0,2,3,0,4,3,12,1,4,1,0,1,1.0,0.0,5.0,3.0,0,
Company2276,07/17/2009,Atlanta,Non-Tech,Services,4,3.0,3.0,5.0,2,2,5,5,5,5,1,5,5.0,3,2,4,3,0,3,4,2,2,1,1,0,1.0,0.0,2.0,3.0,0,
Company2277,07/15/2013,New York,Tech,Finance,2,3.0,4.0,4.0,1,1,5,3,4,4,5,5,4.0,2,0,0,0,4,3,5,2,4,2,0,0,1.0,1.0,2.0,2.0,0,
Company2278,10/04/2013,San Francisco,Tech,Finance,5,5.0,4.0,6.0,3,4,1,4,4,5,5,3,4.0,0,0,0,0,0,1,5,3,1,15,0,0,0.0,0.0,5.0,7.5,0,
Company2279,09/09/2010,San Jose,Tech,Services,9,7.5,4.0,7.5,4,4,10,8,5,5,2,6,6.0,3,8,12,15,12,5,15,3,4,15,2,4,5.0,12.5,10.0,5.0,15,
Company2280,11/21/2009,Oklahoma City,Non-Tech,Finance,3,4.0,4.0,4.0,2,1,5,4,5,4,1,5,4.0,1,4,4,2,4,4,1,1,2,1,2,2,2.0,4.0,2.0,2.0,1,
Company2281,03/05/1996,San Francisco,Tech,Finance,12,2.0,6.0,6.0,2,2,10,8,10,10,6,10,7.5,0,0,0,0,0,20,15,3,4,5,0,0,0.0,0.0,12.5,7.5,0,
Company2282,02/29/2012,Chicago,Non-Tech,Services,3,2.0,5.0,4.0,1,2,5,4,5,5,5,5,5.0,1,2,3,1,0,5,3,1,2,3,2,5,2.0,2.0,1.0,1.0,5,
Company2283,10/18/2012,San Francisco,Tech,Finance,3,5.0,4.0,5.0,1,3,5,4,5,5,3,5,5.0,0,0,0,0,0,3,5,1,5,3,0,0,0.0,0.0,1.0,1.0,0,
Company2284,02/11/1998,New York,Tech,Services,4,2.0,4.0,4.0,2,1,5,5,5,5,2,5,5.0,5,0,0,0,0,3,1,1,3,3,0,0,0.0,0.0,3.0,3.0,0,
Company2285,03/31/2011,Indianapolis,Non-Tech,Services,5,4.5,5.0,3.0,1,3,10,5,4,5,2,5,5.0,1,0,4,2,4,4,5,1,4,1,5,0,5.0,0.0,4.0,2.0,0,
Company2286,10/12/2013,San Diego,Non-Tech,Services,12,2.0,4.0,6.0,4,4,10,10,10,5,4,10,7.5,0,0,0,0,0,20,9,6,4,1,0,0,0.0,0.0,5.0,7.5,0,
Company2287,12/23/2005,San Francisco,Tech,Services,12,5.0,4.0,4.0,4,6,10,8,5,5,2,4,6.0,3,2,3,0,4,5,15,1,3,3,0,3,0.0,1.0,7.5,3.0,4,
Company2288,06/18/2007,Seattle,Non-Tech,Finance,3,3.0,4.0,4.0,2,2,5,5,10,5,2,4,5.0,0,0,0,3,0,3,3,2,3,2,0,0,0.0,0.0,2.0,3.0,0,
Company2289,02/26/2010,Atlanta,Non-Tech,Finance,12,7.5,4.0,4.0,4,4,1,4,8,5,6,8,6.0,0,0,0,0,0,1,1,3,1,1,0,0,0.0,0.0,1.0,7.5,0,
Company2290,10/28/2012,Denver,Non-Tech,Finance,4,5.0,4.0,4.0,2,2,5,4,4,5,3,4,4.0,1,0,2,1,0,4,5,2,3,3,5,5,5.0,4.0,3.0,3.0,1,
Company2291,08/14/2009,Boulder,Non-Tech,Services,15,7.5,6.0,7.5,4,8,10,5,8,8,10,6,5.0,15,8,12,9,9,25,15,15,5,20,10,10,10.0,2.5,12.5,2.5,20,
Company2292,07/10/2013,Indianapolis,Non-Tech,Services,1,3.0,4.0,5.0,2,2,1,5,5,5,2,10,5.0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,0.0,1.0,3.0,0,
Company2293,09/06/1996,Minneapolis,Non-Tech,Finance,4,5.0,4.0,4.0,2,2,5,4,5,5,4,4,5.0,0,0,0,3,4,3,5,3,1,2,3,3,3.0,1.0,2.0,3.0,3,
Company2294,08/14/2009,San Francisco,Tech,Finance,4,5.0,4.0,4.0,1,2,5,5,5,5,2,5,5.0,0,0,0,0,0,2,5,1,4,1,0,0,5.0,0.0,2.0,3.0,0,
Company2295,03/29/2013,Raleigh,Non-Tech,Finance,4,5.0,4.0,5.0,1,4,5,5,5,10,2,5,5.0,0,0,0,0,0,3,3,1,4,1,0,0,0.0,0.0,3.0,3.0,0,
Company2296,12/28/2011,New York,Tech,Finance,4,5.0,4.0,5.0,3,2,5,5,5,5,5,4,5.0,1,1,0,0,0,5,5,5,5,1,1,0,1.0,0.0,2.0,3.0,1,
Company2297,10/23/2004,New York,Tech,Finance,4,4.0,4.0,5.0,2,4,5,5,4,4,4,3,5.0,0,0,0,0,0,5,5,4,5,3,0,0,0.0,0.0,5.0,2.0,0,
Company2298,03/18/2007,Los Angeles,Non-Tech,Services,3,3.0,4.0,4.0,1,2,5,4,5,5,3,5,5.0,3,0,5,3,0,3,1,1,1,4,3,4,3.0,5.0,1.0,3.0,5,
Company2299,02/16/2012,Detroit,Non-Tech,Finance,6,4.5,6.0,6.0,4,6,5,5,10,5,2,5,7.5,0,0,0,0,0,2,4,1,2,5,0,0,0.0,0.0,5.0,3.0,0,
Company2300,03/24/2009,Columbus,Non-Tech,Finance,2,3.0,4.0,4.0,2,2,5,4,5,5,2,5,5.0,2,4,4,0,4,4,4,2,1,4,0,4,0.0,4.0,2.0,3.0,5,
Company2301,04/08/2010,San Francisco,Tech,Finance,1,5.0,4.0,4.0,2,1,1,4,5,5,3,5,5.0,0,2,0,0,0,1,1,1,1,1,3,0,0.0,5.0,1.0,3.0,0,
Company2302,06/14/2013,New York,Tech,Finance,2,2.0,4.0,4.0,1,2,2,4,4,5,4,4,5.0,0,0,0,0,0,2,1,1,2,1,0,0,0.0,0.0,2.0,2.0,0,
Company2303,02/26/2010,San Francisco,Tech,Finance,12,5.0,3.0,7.5,4,4,10,8,8,8,6,8,6.0,0,1,0,0,0,15,3,3,2,15,2,0,4.0,0.0,2.5,7.5,0,
Company2304,11/27/2011,San Francisco,Tech,Finance,4,5.0,4.0,4.0,4,2,10,4,5,5,6,5,5.0,0,0,0,0,0,15,5,3,2,1,0,0,0.0,0.0,5.0,3.0,0,
Company2305,04/01/2000,San Francisco,Tech,Finance,12,5.0,6.0,4.0,2,10,10,8,10,10,4,4,7.5,9,8,0,0,0,1,5,3,5,1,0,10,12.5,0.0,12.5,3.0,15,
Company2306,05/11/2009,San Francisco,Tech,Services,1,1.0,4.0,3.0,1,2,1,5,5,5,1,5,5.0,1,1,1,1,1,2,1,1,1,1,1,1,1.0,5.0,1.0,3.0,5,23645000.0
Company2307,07/10/2013,Boulder,Non-Tech,Services,3,4.0,4.0,4.0,2,3,5,4,5,5,2,5,5.0,3,0,0,3,3,3,1,1,1,1,5,0,4.0,2.0,3.0,3.0,0,
Company2308,05/18/2011,Atlanta,Non-Tech,Finance,2,3.0,4.0,4.0,1,2,5,4,4,5,5,4,5.0,0,0,0,0,0,5,5,5,3,5,0,0,0.0,0.0,2.0,3.0,0,
Company2309,08/07/2013,Milwaukee,Non-Tech,Other,4,4.5,3.0,6.0,2,2,5,4,5,5,10,6,5.0,0,4,0,0,0,5,12,2,2,2,0,0,0.0,5.0,5.0,2.0,0,
Company2310,01/16/2009,San Francisco,Tech,Finance,4,4.0,4.0,3.0,1,2,5,5,5,5,1,5,5.0,3,3,0,0,4,1,1,5,3,5,3,0,3.0,4.0,3.0,2.0,0,
Company2311,07/14/2007,Boulder,Non-Tech,Finance,1,2.0,4.0,4.0,2,3,1,5,5,5,1,5,5.0,0,0,0,0,0,3,1,1,1,1,0,0,0.0,0.0,1.0,3.0,0,
Company2312,03/17/2007,San Francisco,Tech,Services,2,3.0,4.0,4.0,3,2,5,5,5,5,2,6,5.0,3,2,2,0,3,5,1,1,5,2,0,3,5.0,1.0,5.0,1.0,2,
Company2313,03/02/1998,Columbus,Non-Tech,Finance,3,3.0,4.0,4.0,2,2,5,5,5,5,3,5,5.0,3,5,5,3,4,3,5,2,1,4,3,4,3.0,0.0,2.0,3.0,5,
Company2314,12/31/1997,Atlanta,Non-Tech,Finance,3,2.0,4.0,5.0,2,3,3,4,5,4,2,4,5.0,0,0,5,0,0,5,5,2,3,2,0,3,3.0,0.0,3.0,3.0,5,
Company2315,08/07/2013,San Francisco,Tech,Finance,6,4.5,6.0,6.0,2,2,2,6,8,8,10,6,6.0,0,0,0,0,0,10,12,6,2,10,0,0,0.0,0.0,5.0,7.5,0,
